Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,EV Connector Types
ELEC,420 Gates - Garage,420 Gates Ave,,Brooklyn,NY,11216,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,7,,,EVOKE,https://evokesystems.com/,GPS,40.686300,-73.949500,10/11/2024,357031,2024-10-11 18:09:31,P,,,02/26/2022,J1772
ELEC,Brockport Landing,18 N Main St,,Brockport,NY,14420,,1-844-623-1001,E,,Public,24 hours daily,,,8,,,LIVINGSTON,https://www.solution.energy,GPS,43.217270,-77.935880,10/29/2024,223254,2024-10-29 04:04:57,,,,01/25/2022,J1772
ELEC,FAYETTVL LIBRAY ORCHARD 1,288 Orchard St,,Fayetteville,NY,13066,,888-758-4389,E,,Public,Mon 8:00am - 8:00pm; Tue 8:00am - 8:00pm; Wed 8:00am - 8:00pm; Thu 8:00am - 8:00pm; Fri 8:00am - 8:00pm; Sat 8:00am - 8:00pm; Sun 8:00am - 8:00pm,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.026026,-76.007024,10/29/2024,194157,2024-10-29 01:31:08,,,,08/21/2021,J1772
ELEC,HIGHWAY ADP2,1003 50,,Ballston,NY,12019,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.939473,-73.874559,10/29/2024,204775,2024-10-29 01:38:33,,,,01/14/2022,J1772
ELEC,ESF BAKER LAB 2,1 Forestry Drive West Campus Drive,Baker Lab - Lot P17,Syracuse,NY,13210,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.033882,-76.137749,10/29/2024,207787,2024-10-29 01:31:03,,,,03/09/2022,J1772
ELEC,Tony Mangino Mitsubishi,1658 Route 9,,Clifton Park,NY,12065,,518-373-4100,E,,Public,Business hours; priority for Mitsubishi vehicles,,,2,,,Non-Networked,,200-9,42.858085,-73.762909,03/08/2023,98431,2024-01-31 22:07:01,P,,,01/01/2012,J1772
ELEC,300 E 74th St - Main Floor,32 Gramercy Park S,,New York,NY,10003,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,20,,,EVOKE,https://evokesystems.com/,GPS,40.769964,-73.957184,10/11/2024,356997,2024-10-11 18:09:31,P,,,01/17/2023,J1772
ELEC,HARMONY MILLS 1 WEST 1 1.3,100 N Mohawk St,,Cohoes,NY,12047,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.781548,-73.705635,10/29/2024,174728,2024-10-29 01:07:51,,,,01/27/2021,J1772
ELEC,BMW Southampton,759 County Rd 39A,,Southampton,NY,11968,,1-888-717-4544,E,,Public,24 hours daily,,,2,4,,CHARGESMART_EV,https://chargesmartev.com,GPS,40.898849,-72.372964,10/29/2024,350796,2024-10-29 04:09:41,,,,07/19/2024,J1772 J1772COMBO
ELEC,Ide Volkswagen of East Rochester,333 N Washington St,,Rochester,NY,14625,,844-798-2438,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,1,1,,Non-Networked,,GPS,43.120435,-77.486368,08/10/2023,211923,2024-01-31 22:07:01,P,,,03/17/2022,J1772 J1772COMBO
ELEC,ADELPHI UNIV STATION 05,1 South Ave,In Motamed parking garage,Garden City,NY,11530,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.719629,-73.650059,10/29/2024,171555,2024-10-29 01:09:27,,,,01/27/2021,J1772
ELEC,Rapidpark 340 94th Street - Tesla Destination,340 E 94th St,,New York,NY,10128,,877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.782091,-73.946029,07/01/2024,115104,2024-10-16 16:58:41,P,,,08/23/2017,J1772 TESLA
ELEC,Dino's Tailor Shop,2400 Monroe Av,,Rochester,NY,14618,,888-356-8911,E,,Public,24 hours daily,,,1,,,FLO,https://flo.ca/,GPS,43.118929,-77.556073,10/29/2024,152919,2024-10-29 03:33:21,,,,01/23/2020,J1772
ELEC,PFIZER PR EV 09,401 N Middletown Rd,,Pearl River,NY,10965,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.076756,-74.018131,10/29/2024,294852,2024-10-29 01:43:57,,,,06/23/2023,J1772
ELEC,TOPS Friendly Markets,"504 1/2, S Franklin St",,Watkins Glen,NY,14891,,607-535-4064,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,2,,,Non-Networked,,GPS,42.369679,-76.867458,04/14/2024,226518,2024-04-14 22:11:34,P,,,08/25/2022,J1772
ELEC,NEFJ EV 1,1575 Western Ave,Back of building to the left,Albany,NY,12203,,888-758-4389,E,,Public,Mon 9:00am - 6:00pm; Tue 9:00am - 6:00pm; Wed 9:00am - 6:00pm; Thu 9:00am - 6:00pm; Fri 9:00am - 6:00pm; Sat 9:00am - 6:00pm,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.685013,-73.847916,10/29/2024,191761,2024-10-29 01:30:28,,,,07/03/2021,J1772
ELEC,Icon Liberty View Parking - Tesla Destination,400 Murray St,,New York,NY,10016,,877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,40.716079,-74.015929,07/01/2024,115121,2024-10-16 16:58:41,P,,,06/13/2017,J1772 TESLA
ELEC,StuyTown 251 Ave C - Garage 5,251 Avenue C,,New York,NY,10010,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,39,,,EVOKE,https://evokesystems.com/,GPS,40.729400,-73.975500,10/11/2024,356976,2024-10-11 18:09:31,P,,,12/12/2022,J1772
ELEC,RRH ST MARYS 1,89 Genesee St,2nd floor on south end of parking garage,Rochester,NY,14611,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.149390,-77.636613,10/29/2024,174454,2024-10-29 01:05:13,,,,01/27/2021,J1772
ELEC,Junius Ponds Travel Plaza,NY State Thruway,,Phelps,NY,14532,,888-557-7099,E,,Public,24 Hours Daily,ANDROID_PAY APPLE_PAY CREDIT Debit M V,,,4,,APPLEGREEN,https://www.applegreenelectric.com/,GPS,42.958789,-76.917450,08/15/2024,320693,2024-08-15 19:57:12,P,,,06/12/2023,CHADEMO J1772COMBO TESLA
ELEC,BELMONTEASTVIEW BUILDING 1,136 Bishop McGann Dr,Near main front entrance,Central Islip,NY,11722,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.778230,-73.200360,10/29/2024,310926,2024-10-29 02:05:20,,,,09/19/2023,J1772
ELEC,KINGSTON BUILDING SAFETY,5 Garraghan Dr,Near front entrance of Kingston Building Safety Dept.,Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.921490,-73.984795,10/29/2024,167467,2024-10-29 01:21:01,,,,10/10/2020,J1772
ELEC,BA #1 7 AIRPORT PARK,7 Airport Park Blvd,,Latham,NY,12110,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.756546,-73.820110,10/29/2024,143433,2024-10-29 01:03:31,,,,08/15/2019,J1772
ELEC,MARKET CENTER 55 RAILROAD 1.3,55 Railroad Pl,Bottom level of parking garage near Price Chopper limited,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.082493,-73.787850,10/29/2024,181898,2024-10-29 01:22:20,,,,01/27/2021,J1772
ELEC,Boralex Hydro Operations,39 Hudson Falls Rd,,South Glens Falls,NY,12803,,866-816-7584,E,,Public,24 hours daily,,,2,,,EV Connect,http://evconnect.com/,GPS,43.295544,-73.595620,10/29/2024,230796,2024-10-29 03:08:41,,,,09/30/2022,J1772
ELEC,Kingston Library,61 Crown Street,,Kingston,NY,12401,,1-888-717-4544,E,,Public,24 hours daily,,,2,,,CHARGESMART_EV,https://chargesmartev.com,GPS,41.934233,-74.022229,10/29/2024,360934,2024-10-29 04:09:38,,,,10/29/2024,J1772
ELEC,Carraway,105 Corporate Park Dr,,West Harrison,NY,10604,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,35,,,EVOKE,https://evokesystems.com/,GPS,41.020900,-73.721300,10/11/2024,356888,2024-10-11 18:09:31,P,,,08/03/2021,J1772
ELEC,Vons Garage LLC,5 Spring Ave,,Troy,NY,12180,,949-945-2000,E,,Public,24 hours daily,A ACCOUNT_BALANCE ANDROID_PAY APPLE_PAY CREDIT D M V,,4,,,EVGATEWAY,http://evgateway.com/,200-8,42.718890,-73.682960,05/09/2024,334182,2024-05-09 20:32:20,P,,,12/21/2023,J1772
ELEC,113 East 84th Street,113 East 84th Street,,New York,NY,10028,,1-844-623-1001,E,,Public,24 hours daily,,,4,,,LIVINGSTON,https://www.solution.energy,GPS,40.778660,-73.957390,10/29/2024,334518,2024-10-29 04:06:27,,,,05/02/2024,J1772
ELEC,Stop and Shop 545 - Farmingdale,55 Motor Avenue,,Farmingdale,NY,11735,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,40.725928,-73.445760,10/29/2024,220208,2024-10-29 02:49:42,,,,05/20/2022,J1772
ELEC,Supercharge Queens,57-77 Rust Street,,Queens,NY,11378,,1-800-636-0986,E,,Public,,,,,2,,CHARGELAB,http://www.chargelab.co/,GPS,40.721240,-73.912564,10/25/2024,360108,2024-10-25 03:57:51,,,,10/17/2024,J1772COMBO
ELEC,LARKIN726RRAMPP EV ONLY 1,726 Exchange St,,Buffalo,NY,14210,,888-758-4389,E,,Public,Mon 5:00pm - 10:00pm; Tue 5:00pm - 10:00pm; Wed 5:00pm - 10:00pm; Thu 5:00pm - 10:00pm; Fri 5:00pm - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.874905,-78.849889,10/29/2024,182981,2024-10-29 01:00:02,,,,01/27/2021,J1772
ELEC,1235 Linden Blvd,1235 Linden Blvd,,Brooklyn,NY,11212,,888-356-8911,E,,Public,24 hours daily,,,4,,,FLO,https://flo.ca/,GPS,40.654381,-73.913436,10/29/2024,195668,2024-10-29 03:33:00,,,,09/08/2021,J1772
ELEC,Gramercy Plaza  - Parking Garage,130 East 18th St,,New York,NY,10003,,888-998-2546,E,,Public,24 hours daily,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.736217,-73.986665,10/29/2024,259868,2024-10-29 00:18:41,,,,08/04/2022,J1772
ELEC,STATION TOR1 CRAWFORD PARK S,122 North Ridge St.,"S. parking lot (EV charging rates starting June 1, 2022 $1.75 an hour)",Rye Brook,NY,10573,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.015297,-73.685720,10/29/2024,146604,2024-10-29 01:05:54,,,,10/04/2019,J1772
ELEC,St. Charles Hospital,200 Belle Terre Road,,Port Jefferson,NY,11777,,888-998-2546,E,,Public,24 hours daily,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.946780,-73.060857,10/29/2024,350493,2024-10-29 00:18:31,,,,07/11/2024,J1772
ELEC,Gateway Hudson Valley,1 Amy Kay Pkwy,,Kingston,NY,12401,,1-844-623-1001,E,,Public,24 hours daily,,,2,,,LIVINGSTON,https://www.solution.energy,GPS,41.916660,-74.016790,10/29/2024,334479,2024-10-29 04:06:19,,,,05/02/2024,J1772
ELEC,51 W 56th St - Garage,51 W 56th St,,New York,NY,10019,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,4,,,EVOKE,https://evokesystems.com/,GPS,40.763390,-73.975838,10/11/2024,357050,2024-10-11 18:09:31,P,,,08/22/2023,J1772
ELEC,1019 Route 17M Monroe NY - Tesla Destination,1019 NY-17M,,Monroe,NY,10950,,877-798-3752,E,,Public,,,,6,,,Non-Networked,,GPS,41.341834,-74.201939,07/01/2024,359831,2024-10-16 16:58:41,P,,,,J1772
ELEC,HOLYCROSS HOLY CROSS MONA,1615 Rte 9W,small parking lot next to the buildings,West Park,NY,12493,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.802999,-73.957188,10/29/2024,201365,2024-10-29 01:33:02,,,,11/19/2021,J1772
ELEC,James Mitsubishi of Greece,3800 West Ridge Road,,Greece,NY,14626,,888-998-2546,E,,Public,24 hours daily,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,43.214510,-77.728461,10/29/2024,253295,2024-10-29 00:16:31,,,,02/03/2023,J1772
ELEC,Bob Johnson Chevrolet Greece,1271 W Ridge Rd,,Rochester,NY,14615,,1-888-717-4544,E,,Public,24 hours daily,,,1,4,,CHARGESMART_EV,https://chargesmartev.com,GPS,43.203542,-77.661702,10/29/2024,347369,2024-10-29 04:09:28,,,,06/04/2024,J1772 J1772COMBO
ELEC,CENTROTHERM CENTROL F2,427 S Pearl St,,Albany,NY,12202,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.637810,-73.758930,10/29/2024,187554,2024-10-29 01:16:02,,,,04/13/2021,J1772
ELEC,Rochester Institute of Technology - Lot M,1 Lomb Memorial Dr,,Rochester,NY,14623,,585-475-5000,E,,Public,24 hours daily; access restricted to students and staff 5am-5pm; parking pass required,,,2,,,Non-Networked,,200-9,43.087790,-77.674413,03/08/2023,75944,2024-01-31 22:07:01,P,,,01/01/2016,J1772
ELEC,LPCL STATION 2,30 Lake Placid Club Way,Behind Registration Building,Lake Placid,NY,12946,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.283149,-73.979463,10/29/2024,174120,2024-10-29 01:02:33,,,,01/27/2021,J1772
ELEC,Mechanicville Public Library,190 N Main St.,,Mechanicville,NY,12118,,1-844-623-1001,E,,Public,24 hours daily,,,2,,,LIVINGSTON,https://www.solution.energy,GPS,42.908910,-73.683280,10/29/2024,223270,2024-10-29 04:04:46,,,,02/16/2022,J1772
ELEC,Tops Friendly Market - Tesla Supercharger,16 John J Wagner Way,,Lagrangeville,NY,12540,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,41.668459,-73.794117,07/01/2024,346540,2024-08-14 18:58:22,P,,,05/16/2024,J1772COMBO TESLA
ELEC,Crystal Towers - Upper Garage,20 Old Mamaroneck Road,,White Plains,NY,10605,,888-998-2546,E,,Public,24 hours daily,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,41.022335,-73.761947,10/29/2024,200441,2024-10-29 00:21:35,,,,11/02/2021,J1772
ELEC,Holiday Inn Hotel & Suites Rochester - Marketplace - Tesla Destination,800 Jefferson Rd,,Rochester,NY,14623,,877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,43.087805,-77.616345,07/01/2024,115226,2024-10-16 16:58:41,P,,,01/17/2018,J1772 TESLA
ELEC,J Russell Group,2524 NY-5,,Stanley,NY,14561,,833-692-6787,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,2,,,AMPUP,https://ampup.io/,GPS,42.861244,-77.121581,09/14/2023,308425,2024-01-31 22:07:01,P,,,08/31/2023,J1772
ELEC,Holiday Inn Express Cheektowaga NE,83 Anderson Rd,,Cheektowaga,NY,14225,,1-888-717-4544,E,,Public,24 hours daily,,,10,,,CHARGESMART_EV,https://chargesmartev.com,GPS,42.906452,-78.770852,10/29/2024,352947,2024-10-29 04:09:34,,,,08/16/2024,J1772
ELEC,HWS COLLEGES MEDBERY LOT,311 Pulteney St,,Geneva,NY,14456,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.860090,-76.984375,10/29/2024,170029,2024-10-29 00:53:01,,,,12/10/2020,J1772
ELEC,EAST SYR CAMPUS TR19 WEST,6304 Carrier Pkwy,TR19,East Syracuse,NY,13057,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.083319,-76.084711,10/29/2024,250568,2024-10-29 01:54:41,,,,01/12/2023,J1772
ELEC,Rapidpark 254 W 79th Street - Tesla Destination,254 W 79th St,,New York,NY,10024,,877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.784110,-73.980641,07/01/2024,115072,2024-10-16 16:58:41,P,,,06/13/2017,J1772 TESLA
ELEC,MONROE COUNTY WEBSTER S1,1105 Lake Rd Webster Park,Southwest Area of Parking Lot at SW corner of Lake Road and Holt Road,Webster,NY,14580,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.259656,-77.448204,10/29/2024,327571,2024-10-29 02:14:41,,,,02/06/2024,J1772
ELEC,Rosegate Apartments,11 Maxwell Drive,,Clifton Park,NY,12065,,1-844-623-1001,E,,Public,24 hours daily,,,4,,,LIVINGSTON,https://www.solution.energy,GPS,42.868420,-73.782820,10/29/2024,191112,2024-10-29 04:04:37,,,,11/08/2021,J1772
ELEC,Johnson Park Green Living - Johnson Park Green Living,6 Johnson Park,,Utica,NY,13501,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,2,,,EVOKE,https://evokesystems.com/,GPS,43.092197,-75.236598,10/11/2024,357071,2024-10-11 18:09:31,P,,,05/02/2024,J1772
ELEC,Sanford Plaza Apartments,14454 Sanford Ave,,Flushing,NY,11355,,1-800-636-0986,E,,Public,,,,4,,,CHARGELAB,http://www.chargelab.co/,GPS,40.759243,-73.818509,10/25/2024,360689,2024-10-25 03:58:40,,,,10/24/2024,J1772
ELEC,Audi New Rochelle,2 Harrison st,,New Rochelle,NY,10802,,888-998-2546,E,,Public,24 hours daily,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.912149,-73.778915,10/29/2024,262576,2024-10-29 00:13:16,,,,04/11/2022,J1772
ELEC,Regeneron Troy,1 Global View,,Troy,NY,12180,,833-692-6787,E,,Public - Credit card at all times,24 hours daily,A ANDROID_PAY APPLE_PAY CREDIT D M,,8,,,AMPUP,https://ampup.io/,200-9,42.682259,-73.704710,03/08/2023,230714,2024-01-31 22:07:01,P,,,09/15/2022,J1772
ELEC,TOK EVSE TOWN OF KINDERH,3211 Church St,,Valatie,NY,12184,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.415531,-73.676855,10/29/2024,162133,2024-10-29 00:59:27,,,,06/12/2020,J1772
ELEC,U OF R GOERGEN CENTER,730 Library Rd,At service entrance on Library Rd.,Rochester,NY,14627,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.129952,-77.629051,10/29/2024,162266,2024-10-29 00:54:29,,,,06/12/2020,J1772
ELEC,STONELEIGH CHARGEPOINT1,76 Stoneleigh Plaza,Available to public at $0.75 per kWh,Bronxville,NY,10708,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.943350,-73.836205,10/29/2024,235768,2024-10-29 01:31:37,,,,11/06/2022,J1772
ELEC,THERMAL QUICK AG EV1,11 Sitterly Rd,Pull in on the right.,Clifton Park,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.850567,-73.757180,10/29/2024,181636,2024-10-29 01:15:42,,,,01/27/2021,J1772
ELEC,194-20 Fresh Meadows,194-20 64th Ave,,,NY,11365,,1-888-222-6618,E,,Public,,,,10,,,NOODOE,https://www.noodoe.com,GPS,40.740396,-73.779427,10/29/2024,355687,2024-10-29 03:59:00,,,,09/13/2024,J1772
ELEC,The Garrison and Highlands Country Club - Tesla Destination,1 Snakehill Rd,,Garrison,NY,10524,,877-798-3752,E,,Public,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.385216,-73.916711,07/01/2024,114945,2024-10-16 16:58:41,P,,,08/04/2016,TESLA
ELEC,Tower Willows at Cornwall,52 Willow Ave,,Cornwall,NY,12518,,1-844-623-1001,E,,Public,24 hours daily,,,4,,,LIVINGSTON,https://www.solution.energy,GPS,41.438410,-74.035070,10/29/2024,324880,2024-10-29 04:04:52,,,,04/27/2023,J1772
ELEC,iPark 1510 Lex Garage Corp. - Tesla Destination,116 E 98th St,,New York,NY,10029,,877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.787402,-73.950546,07/01/2024,115003,2024-10-16 16:58:41,P,,,02/06/2017,TESLA
ELEC,TOYOTA ELMIRA CT4020-1,1074 County Road 64,,Elmira,NY,14903,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.157911,-76.861924,10/29/2024,213097,2024-10-29 01:41:24,,,,03/31/2022,J1772
ELEC,Town of Cortlandt - Town Hall Parking Lot,1 Heady St.,,Cortlandt Manor,NY,10567,,888-356-8911,E,,Public,24 hours daily,,,4,,,FLO,https://flo.ca/,GPS,41.310056,-73.904250,10/29/2024,346178,2024-10-29 03:34:29,,,,05/14/2024,J1772
ELEC,East Greenbush Motor Vehicles,225 Columbia Tpke,,Rensselaer,NY,12144,,844-798-2438,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,2,,,SWTCH,https://swtchenergy.com/,GPS,42.617214,-73.731457,05/03/2023,257688,2024-01-31 22:07:01,P,,,03/30/2023,J1772
ELEC,Great Swamp Conservancy,8375 N Main St,,Canastota,NY,13032,,888-363-7662,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,6,,,Non-Networked,,GPS,43.119547,-75.788745,04/14/2024,227080,2024-04-14 22:11:34,P,,,08/26/2022,J1772
ELEC,ROCHESTER NY COURT ST 1,194 Court St,Level 1 Adjacent to entrance on right side,Rochester,NY,14604,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.154074,-77.606985,10/29/2024,171691,2024-10-29 01:06:11,,,,01/27/2021,J1772
ELEC,Della Mitsubishi,7 Della Drive,,Plattsburgh,NY,12901,,888-998-2546,E,,Public,24 hours daily,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,44.695991,-73.516784,10/29/2024,312243,2024-10-29 00:22:09,,,,10/04/2023,J1772
ELEC,Woodlawn Branch Library,2 Sanford St.,,Schenectady,NY,12304,,1-844-623-1001,E,,Public,24 hours daily,,,4,,,LIVINGSTON,https://www.solution.energy,GPS,42.779920,-73.904690,10/29/2024,223249,2024-10-29 04:04:31,,,,03/03/2022,J1772
ELEC,The Woods Inn,148 NY-28,,Inlet,NY,13360,,844-798-2438,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,2,,,SWTCH,https://swtchenergy.com/,GPS,43.753421,-74.795691,05/03/2023,211922,2024-01-31 22:07:01,P,,,03/17/2022,J1772
ELEC,Maguire Chevrolet,35 Cinema Dr,,Ithaca,NY,14850,,607-272-9292,E,,Public - Call ahead,Dealership business hours,,,2,1,,Non-Networked,,GPS,42.480929,-76.477605,03/14/2024,117739,2024-03-14 18:02:10,P,,,01/01/2019,J1772 J1772COMBO
ELEC,Enterprise Parking 219 E 69th St - Tesla Destination,219 E 69th St,,New York,NY,10065,,877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.767342,-73.960835,07/01/2024,168757,2024-10-16 16:58:41,P,,,12/09/2016,J1772 TESLA
ELEC,Cherry Street Parking Ramp,15 West 5th Street,,Jamestown,NY,14701,,866-816-7584,E,,Public,24 hours daily,,,2,,,EV Connect,http://evconnect.com/,GPS,42.097747,-79.243142,10/29/2024,94845,2024-10-29 03:08:49,,,,07/22/2015,J1772
ELEC,Levittown Ford Service Department,3195 Hempstead Turnpike,,Levittown,NY,11756,,888-998-2546,E,,Public,24 hours daily,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.726421,-73.517905,10/29/2024,321009,2024-10-29 00:10:00,,,,09/01/2023,J1772
ELEC,BURNS MGT HV 5,222 Heritage Rd,,Guilderland,NY,12203,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.692405,-73.885424,10/29/2024,121688,2024-10-29 00:59:57,,,,04/25/2019,J1772
ELEC,BRYANT SCHOOL #1,107 E Avenue Extension,Back Parking Lot of Apartment Building,Hornell,NY,14843,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.319230,-77.650432,10/29/2024,313787,2024-10-29 02:09:32,,,,10/17/2023,J1772
ELEC,1ST FLOOR UNIT HYUNDAI DCFC #1,125 East Main Street,,New Rochelle,NY,10801,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.918033,-73.768438,10/29/2024,325489,2024-10-29 02:13:28,,,,01/17/2024,CHADEMO J1772COMBO
ELEC,Apple Honda,1375 Old Country Road,,Riverhead,NY,11901,,888-998-2546,E,,Public,24 hours daily,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.927544,-72.686350,10/29/2024,335655,2024-10-29 00:17:25,,,,05/06/2024,J1772
ELEC,Turner Parking Ramp,1 Perkins Dr.,,Buffalo,NY,14202,,866-816-7584,E,,Public,24 hours daily,,,8,,,EV Connect,http://evconnect.com/,GPS,42.885850,-78.879561,10/29/2024,104729,2024-10-29 03:08:46,,,,04/01/2018,J1772
ELEC,LKT WEST 3,575 Boices Ln,West Entrance,Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.967917,-74.003872,10/29/2024,235439,2024-10-29 01:51:16,,,,10/29/2022,J1772
ELEC,OLYMPIC SPORTS SPORTS 7,Bob Run Rd,,Lake Placid,NY,12946,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.220506,-73.923843,10/29/2024,182113,2024-10-29 01:23:59,,,,01/27/2021,J1772
ELEC,Icon Parking 111 8th Ave Parking - Tesla Destination,385 W 15th St,,New York,NY,10011,,877-798-3752,E,,Public,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.741515,-74.004608,07/01/2024,115114,2024-10-16 16:58:41,P,,,01/24/2017,TESLA
ELEC,210 HANCOCK STATION 1,423 1st St,,Ithaca,NY,14850,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.448275,-76.503354,10/29/2024,162304,2024-10-29 00:52:19,,,,06/12/2020,J1772
